word	count	ipa	variants	route	confidence	reason	layer
מעטיו	1	mˈɛtji		rule	MED		G
העכערן	1	hˈɛxərn		rule	MED		G
אויסגאבן	1	ˈoʊzɡabn		rule	LOW	alef-default	G
פראדוקציע	1	frˈadikʦiə		rule	LOW	alef-default,pe-default	G
אפצושלאגן	1	ˈafʦiʃlaɡn		rule	LOW	alef-default,pe-default	G
פאראויסשאצן	1	farˈɔjsʃaʦn		rule	LOW	alef-default,pe-default	G
וולאדימיר	1	vladimˈir		rule	LOW	alef-default	G
לוינען	1	lˈɔjnən		rule	MED		G
ליעק	1	lˈiək		rule	MED		G
באגרעניצטע	1	baɡrˈɛniʦtə		rule	LOW	alef-default	G
טאם	1	tam		rule	LOW	alef-default	G
דיפענס	1	dˈifəns		rule	LOW	pe-default	G
סעקרעטערי	1	sˈɛkrətəri		rule	MED		G
מענעדזשן	1	mˈɛnəʤn		rule	MED		G
אפטריט	1	ˈapatərit		rule	LOW	alef-default,pe-default	G
ארמיי	1	ˈarmaj		rule	LOW	alef-default	G
רעזיגנאציע	1	rˈɛziɡnaʦiə		rule	LOW	alef-default	G
אמפערייען	1	ˈamfərajən		rule	LOW	alef-default,pe-default	G
קאוסט	1	kist		rule	LOW	alef-default	G
היימלאנד	1	hˈajmland	hˈajmlant	rule	LOW	alef-default	G
מאטארן	1	mˈatarn		rule	LOW	alef-default	G
געטרעוולט	1	ɡətrˈɛvlt		rule	MED		G
רעיגען	1	rˈajɡən		rule	MED		G
אינטערנעשאנעל	1	ˈintərnəʃanəl		rule	LOW	alef-default	G
פילאט	1	fˈilat		rule	LOW	alef-default,pe-default	G
מעידעי	1	mˈajdaj		rule	MED		G
פארזיכערטע	1	farzˈixərtə		rule	LOW	alef-default,pe-default	G
נוצנדיג	1	nˈiʦndiɡ	nˈiʦndik	rule	MED		G
מאכאמעד	1	mˈaxaməd	mˈaxamət	rule	LOW	alef-default	G
נאנטער	1	nˈantər		rule	LOW	alef-default	G
געוועזענעם	1	ɡəvˈɛzənəm		rule	MED		G
באשאר	1	baʃˈar		rule	LOW	alef-default	G
פארפיגט	1	farfˈiɡt		rule	LOW	alef-default,pe-default	G
נוקלעארע	1	nˈikləarə		rule	LOW	alef-default	G
רעאקטאר	1	rˈɛaktar		rule	LOW	alef-default	G
קארעא	1	kˈarəa		rule	LOW	alef-default	G
אריינגעשלייכט	1	arˈaːnɡəʃlajxt		rule	LOW	alef-default	G
סירישע	1	sˈiriʃə		rule	MED		G
מארגנדיגע	1	mˈarɡndiɡə		rule	LOW	alef-default	G
וראשי	1	ˈiraʃi		rule	LOW	alef-default	G
שתדל'ען	1	ʒzdlɛn		fallback	LOW	lk-fallback	L
יודנטום	1	jˈidntim		rule	MED		G
שפאנונג	1	ʃpˈaninɡ	ʃpˈanink	rule	LOW	alef-default,pe-default	G
"האדמו""ר"	1	haj ˈaləf dˈuləd mɛm vuv rajʃ	haj ˈaləf dˈulət mɛm vuf rajʃ	rule	LOW	letter-names	A
מסאטמאר	1	msˈatmar		rule	LOW	alef-default	G
מוויזשניץ	1	mvˈiʒniʦ		rule	MED		G
מבאבוב	1	mbˈabib	mbˈabip	rule	LOW	alef-default	G
טווערסקי	1	tvˈɛrski		rule	MED		G
בשליחות	1	biʃlˈixis	biʃlˈixus	rule	LOW	model-pointed-guess	L
מסקווירא	1	mskvˈira		rule	LOW	alef-default	G
ארויסצוברענגען	1	arˈoʊsʦibrənɡən		rule	LOW	alef-default	G
ברענענדיגע	1	brˈɛnəndiɡə		rule	MED		G
בחצרות	1	bəxˈaʦrɔjs		rule	LOW	lk-proclitic-pointed:audio-homograph	L
"האדמו""רים"	1	haj ˈaləf dˈuləd mɛm vuv rajʃ jid mɛm	haj ˈaləf dˈulət mɛm vuf rajʃ jit mɛm	rule	LOW	letter-names	A
טאט	1	tat		rule	LOW	alef-default	G
ראט	1	rat		rule	LOW	alef-default	G
בארימטע	1	barˈimtə		rule	LOW	alef-default	G
ערפארענע	1	ˈɛrfarənə		rule	LOW	alef-default,pe-default	G
פארזיכערן	1	farzˈixərn		rule	LOW	alef-default,pe-default	G
פאראייניגטע	1	farˈajniɡtə		rule	LOW	alef-default,pe-default	G
פארצושטעלן	1	farʦˈiʃtəln		rule	LOW	alef-default,pe-default	G
הייסע	1	hˈajsə		rule	MED		G
ואנשים	1	ˈianʃim		rule	LOW	alef-default	G
פענטאגאן	1	fˈɛntaɡan		rule	LOW	alef-default,pe-default	G
קלאסיפייד	1	klˈasifajd	klˈasifajt	rule	LOW	alef-default,pe-default	G
געהיימער	1	ɡəhˈajmər		rule	MED		G
פארארדענונגען	1	farˈardəninɡən		rule	LOW	alef-default,pe-default	G
פארטיידיגונגס	1	fartˈajdiɡinɡs		rule	LOW	alef-default,pe-default	G
סעקרעטארן	1	sˈɛkrətarn		rule	LOW	alef-default	G
טרעקינג	1	trˈɛkinɡ	trˈɛkink	rule	MED		G
טרענירונג	1	trənˈirinɡ	trənˈirink	rule	MED		G
גענעראלן	1	ɡənˈɛraln		rule	LOW	alef-default	G
נעטווארק	1	nˈɛtvark		rule	LOW	alef-default	G
צוטריט	1	ʦˈitrit		rule	MED		G
פראנירער	1	franˈirər		rule	LOW	alef-default,pe-default	G
פארארדענט	1	farardˈɛnt		rule	LOW	alef-default,pe-default	G
אויסטוישן	1	ˈoʊstoʊʃn		rule	MED	prefix-rescue:gold+אויס	G
פאליטיק	1	pɔlˈitik		lexicon	HIGH		G
שנעלע	1	ʃnˈɛlə		rule	MED		G
דזשעט	1	ʤɛt		rule	MED		G
דיזיינט	1	dˈizajnt		rule	MED		G
איבערקליגן	1	ˈibərkliɡn		rule	LOW	alef-default	G
עקזיסטירנדע	1	ˈɛkzistirndə		rule	MED		G
שנעלערע	1	ʃnˈɛlərə		rule	MED		G
פראדוצירן	1	frˈadiʦirn		rule	LOW	alef-default,pe-default	G
רעדע	1	rˈɛdə		rule	MED		G
אנטוויקלט	1	ˈantviklt		rule	LOW	alef-default	G
דיזיין	1	dˈizajn		rule	MED		G
שאהיד	1	ʃˈahid	ʃˈahit	rule	LOW	alef-default	G
פארנאכט	1	farnˈaxt		rule	MED	prefix-rescue:gold+פאר	G
ווייסער	1	vˈajsər		rule	MED		G
סטיוו	1	stiv	stif	rule	MED		G
סאיד	1	sjid	sjit	rule	MED	clitic	G
סארדיניע	1	sˈardiniə		rule	LOW	alef-default	G
קאנצענטרירט	1	kˈanʦəntrirt		rule	LOW	alef-default	G
ליניעס	1	lˈiniəs		rule	MED		G
פארשטערקערן	1	farʃtˈɛrkərn		rule	LOW	alef-default,pe-default	G
אלעירטע	1	ˈalajrtə		rule	LOW	alef-default	G
יוגאוו	1	jˈiɡav	jˈiɡaf	rule	LOW	alef-default	G
דעמאקראטישע	1	dˈɛmakratiʃə		rule	LOW	alef-default	G
וויילער	1	vˈajlər		rule	MED		G
אינאיינעם	1	ˈinajnəm		rule	LOW	alef-default	G
געמאסטענע	1	ɡəmˈastənə		rule	LOW	alef-default	G
געדענקמאל	1	ɡədˈɛnkmal		rule	LOW	alef-default	G
חגא	1	xˈuɡə	xˈɔɡə	rule	LOW	printed-respelling	L
טשעקפוינט	1	ʧˈɛkfɔjnt		rule	LOW	pe-default	G
מאדעלס	1	mˈadəls		rule	LOW	alef-default	G
רעדוצירט	1	rˈɛdiʦirt		rule	MED		G
פעיגקייטן	1	fˈajɡkaːtn		rule	LOW	pe-default	G
טאלאנטן	1	tˈalantn		rule	LOW	alef-default	G
סאפיסטיקירטע	1	sˈafistikirtə		rule	LOW	alef-default,pe-default	G
דאטא	1	dˈata		rule	LOW	alef-default	G
רענסאמוועיר	1	rˈɛnsamvajr		rule	LOW	alef-default	G
אויסשאלטערן	1	ˈoʊsʃaltərn		rule	LOW	alef-default	G
לעגאלער	1	lˈɛɡalər		rule	LOW	alef-default	G
דני	1	dni		rule	MED		G
פאדערן	1	fˈadərn		rule	LOW	alef-default,pe-default	G
באמבע	1	bambˈə		rule	LOW	alef-default	G
סקוואד	1	skvad	skvat	rule	LOW	alef-default	G
אפעראציעס	1	ˈafəraʦiəs		rule	LOW	alef-default,pe-default	G
שמעקן	1	ʃmɛkn		rule	MED		G
פראגראמען	1	frˈaɡramən		rule	LOW	alef-default,pe-default	G
באשיצן	1	baʃˈiʦn		rule	LOW	alef-default	G
בלאקירן	1	blˈakirn		rule	LOW	alef-default	G
אויפצונעמען	1	ˈɔjfʦinəmən		rule	LOW	alef-default,pe-default	G
פריע	1	frˈiə		rule	LOW	pe-default	G
צוגעפארן	1	ʦˈiɡəfarn		rule	LOW	alef-default,pe-default	G
לופטפעלדער	1	lˈiftfəldər		rule	LOW	pe-default	G
פרעזידענט'ס	1	frəzidˈɛnʦ		rule	LOW	pe-default	G
קורצליך	1	kˈirʦləx		rule	MED		G
דיסקוסירן	1	dˈiskisirn		rule	MED		G
מלאכיו	1	mlˈaxji		rule	LOW	alef-default	G
יצוה	1	ˈiʦi		rule	MED		G
לשמרך	1	lʃmrx		fallback	LOW	lk-fallback	L
איינגעגאנגען	1	ˈaːnɡəɡanɡən		rule	MED	prefix-rescue:gold+איינ	G
קאנטראלירטע	1	kˈantralirtə		rule	LOW	alef-default	G
פארזעצנדיג	1	farzˈɛʦndiɡ	farzˈɛʦndik	rule	LOW	alef-default,pe-default	G
געצילט	1	ɡəʦˈilt		rule	MED		G
באנייעטע	1	banˈajətə		rule	LOW	alef-default	G
אפטימיזם	1	aftimˈizm		rule	LOW	alef-default,pe-default	G
רעדנדיג	1	rˈɛdndiɡ	rˈɛdndik	rule	MED		G
פארום	1	farˈim		rule	LOW	alef-default,pe-default	G
ענדגילטיגע	1	ˈɛndɡiltiɡə		rule	MED		G
שאנס	1	ʃans		rule	LOW	alef-default	G
אויסהאמערן	1	ˈoʊshamərn		rule	LOW	alef-default	G
שליכטונג	1	ʃlˈixtinɡ	ʃlˈixtink	rule	MED		G
אוקראינע'ס	1	ˈikraːnəs		rule	LOW	alef-default	G
סיביהא	1	sˈibiha		rule	LOW	alef-default	G
רעפארטער	1	rˈɛfartər		rule	LOW	alef-default,pe-default	G
אויסבאהאלטן	1	ˈoʊzbahaltn		rule	LOW	alef-default	G
באציעט	1	baʦˈiət		rule	LOW	alef-default	G
קאמענד	1	kˈamənd	kˈamənt	rule	LOW	alef-default	G
סטארעדזש	1	stˈarəʤ	stˈarəʧ	rule	LOW	alef-default	G
עליטע	1	ˈɛlitə		rule	MED		G
אחיה	1	axˈiju		rule	LOW	model-pointed-guess	L
אראפקוק	1	arˈupkik		rule	LOW	alef-default,pe-default	G
קאמפלעקס	1	kˈamfləks		rule	LOW	alef-default,pe-default	G
נערוו	1	nɛrv	nɛrf	rule	MED		G
באדאר	1	badˈar		rule	LOW	alef-default	G
אנטזאגט	1	ˈantzaɡt		rule	LOW	alef-default	G
אנצוגעבן	1	ˈanʦiɡəbn		rule	LOW	alef-default	G
אפיצירן	1	ˈafiʦirn		rule	LOW	alef-default,pe-default	G
קאנפראנטירן	1	kˈanfrantirn		rule	LOW	alef-default,pe-default	G
איבערצונעמען	1	ˈibərʦinəmən		rule	LOW	alef-default	G
פארשט	1	farʃt		rule	LOW	alef-default,pe-default	G
וועב	1	vɛb	vɛp	rule	MED		G
זעלבסטשטענדיגער	1	zˈɛlbsʧtəndiɡər		fallback	LOW	vowel-ratio	G
באהאלטענע	1	bahˈaltənə		rule	LOW	alef-default	G
דידזשיטעל	1	dˈiʤitəl		rule	MED		G
סקענס	1	skɛns		rule	MED		G
ליעקס	1	lˈiəks		rule	MED		G
שאפנדיג	1	ʃˈafndiɡ	ʃˈafndik	rule	LOW	alef-default,pe-default	G
ריזיקעס	1	rˈizikəs		rule	MED		G
שווינדל	1	ʃvindl		rule	MED		G
סטאטיסטיק	1	stˈatistik		rule	LOW	alef-default	G
אנטיסעמיטיזם	1	antisəmitˈizm		rule	LOW	alef-default	G
אויסגעמאכט	1	ˈoʊzɡəmaxt		rule	MED	prefix-rescue:gold+אויסגע	G
באפעלקערונג	1	bafˈɛlkərinɡ	bafˈɛlkərink	rule	LOW	alef-default,pe-default	G
יוניווערסיטי	1	jˈinivərsiti		rule	MED		G
אומשטענד	1	ˈimʃtənd	ˈimʃtənt	rule	LOW	alef-default	G
דעדליין	1	dˈɛdlajn		rule	MED		G
אקטאבער	1	ˈaktabər		rule	LOW	alef-default	G
נארוואס	1	nˈarvas		rule	LOW	alef-default	G
געהויבן	1	ɡəhˈɔjbn		rule	MED		G
פארשפעטיגונגען	1	farʃpˈɛtiɡinɡən		rule	LOW	alef-default,pe-default	G
אינטערנאציאנאלע	1	ˈintərnaʦianalə		rule	LOW	alef-default	G
אלגעמיין	1	ˈalɡəmajn		rule	LOW	alef-default	G
ווערנדיג	1	vˈɛrndiɡ	vˈɛrndik	rule	MED		G
געטריבן	1	ɡətrˈibn		rule	MED		G
וויסעלבלאוער	1	vˈisəlbliər		rule	LOW	alef-default	G
אטוירני	1	ˈatɔjrni		rule	LOW	alef-default	G
דזשעימס	1	ʤajms		rule	MED		G
פראסעקיוטער	1	frˈasəkjitər		rule	LOW	alef-default,pe-default	G
קרימינעל	1	krˈiminəl		rule	MED		G
גראבן	1	ɡrabn		rule	LOW	alef-default	G
סחורה	1	sxˈɔjrə		rule	LOW	pointed-audio-endorsed	L
קאלעגן	1	kˈaləɡn		rule	LOW	alef-default	G
אויבערהאר	1	ˈɔjbərhar		rule	LOW	alef-default	G
מסעוואסווי	1	msˈɛvasvi		rule	LOW	alef-default	G
אנווייזונגען	1	ˈanvajzinɡən		rule	LOW	alef-default	G
גריבלען	1	ɡrˈiblən		rule	MED		G
פארלעצונגען	1	farlˈɛʦinɡən		rule	LOW	alef-default,pe-default	G
באגאנגען	1	baɡˈanɡən		rule	LOW	alef-default	G
הויכראנגיגער	1	hˈɔjxranɡiɡər		rule	LOW	alef-default	G
ענדזשעלס	1	ˈɛnʤəls		rule	MED		G
רוסלאנד'ס	1	rˈislands		rule	LOW	alef-default	G
באוואפנטער	1	bavˈafntər		rule	LOW	alef-default,pe-default	G
ביציקל	1	bˈiʦikl		rule	MED		G
קריטיש	1	krˈitiʃ		rule	MED		G
ניקאליי	1	nˈikalaj		rule	LOW	alef-default	G
סטע	1	stə		rule	MED		G
ציט	1	ʦit		rule	MED		G
שטריכן	1	ʃtrixn		rule	MED		G
פראסעקיוטערס	1	frˈasəkjitərs		rule	LOW	alef-default,pe-default	G
באשולדיגט	1	baʃˈildiɡt		rule	LOW	alef-default	G
שפיטול	1	ʃpˈitil		rule	LOW	pe-default	G
קיעוו	1	kˈiəv	kˈiəf	rule	MED		G
פיפיות	1	pifˈijɔjs		rule	LOW	sefaria-pointed	L
שלוחי	1	ʃlˈixi		fallback	LOW	lk-fallback	L
ענגע	1	ˈɛnɡə		rule	MED		G
ואמוני	1	ˈiamini		rule	LOW	alef-default	G
המרובים	1	hmrˈibim		rule	MED		G
ונתת	1	vnusˈatu	vənusˈatu	rule	LOW	sefaria-pointed	L
ויועצים	1	ˈɔjiəʦim		rule	MED		G
וישלח	1	vajˈiʃlax		rule	LOW	sefaria-pointed	L
יולי	1	jˈili		rule	MED		G
מארטש	1	marʧ		rule	LOW	alef-default	G
אימפארט	1	ˈimfart		rule	LOW	alef-default,pe-default	G
שטייערן	1	ʃtˈajərn		rule	MED		G
העכערונג	1	hˈɛxərinɡ	hˈɛxərink	rule	MED		G
צוגעשריבן	1	ʦˈiɡəʃribn		rule	MED	prefix-rescue:gold+צו	G
אינוועסטמענט	1	invəstmˈɛnt		rule	LOW	alef-default	G
אימפארטירן	1	ˈimfartirn		rule	LOW	alef-default,pe-default	G
קאמפיוטערס	1	kˈamfjitərs		rule	LOW	alef-default,pe-default	G
געצייג	1	ɡəʦˈajɡ	ɡəʦˈajk	rule	MED		G
נידריגער	1	nˈidriɡər		rule	MED		G
בעלגישע	1	bˈɛlɡiʃə		rule	MED		G
סטרייקן	1	strajkn		rule	MED		G
בריסל	1	brisl		rule	MED		G
פארלאנג	1	farlˈaːnɡ	farlˈaːnk	rule	MED	prefix-rescue:gold+פאר	G
רעפרעזענטירט	1	rˈɛfrəzəntirt		rule	LOW	pe-default	G
שעצונג	1	ʃˈɛʦinɡ	ʃˈɛʦink	rule	MED		G
שטימונג	1	ʃtˈiminɡ	ʃtˈimink	rule	MED		G
מארגעדזש	1	mˈarɡəʤ	mˈarɡəʧ	rule	LOW	alef-default	G
רייכנדיג	1	rˈajxndiɡ	rˈajxndik	rule	MED		G
פרעדי	1	frˈɛdi		rule	LOW	pe-default	G
מעק	1	mɛk		rule	MED		G
מארגעדזשעס	1	mˈarɡəʤəs		rule	LOW	alef-default	G
הערשט	1	hɛrʃt		rule	MED		G
פארשטערקערטע	1	farʃtˈɛrkərtə		rule	LOW	alef-default,pe-default	G
דערנענטערט	1	dərnˈɛntərt		rule	MED		G
פאראייביגט	1	farˈajbiɡt		rule	LOW	alef-default,pe-default	G
היסטאריע	1	hˈistariə		rule	LOW	alef-default	G
פארענדיגט	1	farˈɛndiɡt		rule	LOW	alef-default,pe-default	G
דורכגעטון	1	dˈirxɡətin		rule	MED	prefix-rescue:gold+דורכגע	G
פארשפראכן	1	farʃprˈaxn		rule	LOW	alef-default,pe-default	G
גרייטנדיג	1	ɡrˈajtndiɡ	ɡrˈajtndik	rule	MED		G
ומנהיגים	1	ˈimnhiɡim		rule	MED		G
פארזאגן	1	farzˈuɡn		rule	MED	prefix-rescue:gold+פאר	G
שטולן	1	ʃtiln		rule	MED		G
כסדר'דיגע	1	xzdrdˈiɡə		fallback	LOW	vowel-ratio	G
געשפרעך	1	ɡəʃprˈɛx		rule	LOW	pe-default	G
ולב	1	ilb	ilp	rule	MED		G
פארנומענעם	1	farnˈimənəm		rule	LOW	alef-default,pe-default	G
בטרחא	1	btˈirxu	bətˈirxu	rule	LOW	model-pointed-guess	L
דגברא	1	dɡbra		rule	LOW	alef-default	G
אטמאספערע	1	ˈatmasfərə		rule	LOW	alef-default,pe-default	G
פאזיטיוו	1	fˈazitiv	fˈazitif	rule	LOW	alef-default,pe-default	G
העכסט	1	hɛxst		rule	MED		G
רעספעקטפול	1	rˈɛsfəktfil		rule	LOW	pe-default	G
איבערגעגאנגען	1	ˈibərɡəɡanɡən		rule	MED	prefix-rescue:gold+איבער	G
דערגרייכונגען	1	dərɡrˈajxinɡən		rule	MED		G
איינדרוקספול	1	ˈajndriksfil		rule	LOW	alef-default,pe-default	G
מיטצוהאלטן	1	mˈitʦihaltn		rule	LOW	alef-default	G
ארויסגעצייגט	1	arˈoʊzɡəʦajɡt		rule	LOW	alef-default	G
ובמנוחה	1	uvimnˈuxu	ivimnˈixə	rule	LOW	model-pointed-guess	L
שטער	1	ʃtɛr		rule	MED		G
נאך'ן	1	naxn		rule	LOW	alef-default	G
ווארימסטע	1	vˈarimstə		rule	LOW	alef-default	G
געוואונטשענע	1	ɡəvˈinʧənə		rule	LOW	alef-default	G
רעזולטאטן	1	rˈɛziltatn		rule	LOW	alef-default	G
לטובתן	1	ltibsn		fallback	LOW	lk-fallback	L
היסטוריה	1	hˈistiri		rule	MED		G
קורת	1	kˈɔjras		rule	LOW	sefaria-pointed	L
ווייטגרייכנדע	1	vˈajtɡrajxndə		rule	MED		G
געניסן	1	ɡənˈisn		rule	MED		G
הישועה	1	hˈiʃiə		rule	MED		G
ראביי	1	rˈabaj		rule	LOW	alef-default	G
אריינצונארן	1	arˈaːnʦinarn		rule	LOW	alef-default	G
לאקאלן	1	lˈakaln		rule	LOW	alef-default	G
קלינגענדיגע	1	klˈinɡəndiɡə		rule	MED		G
זעלבסט	1	zɛlbst		rule	MED		G
צוערשט	1	ʦˈiərʃt		rule	MED		G
לעגיטימע	1	lˈɛɡitimə		rule	MED		G
נישטערן	1	nˈiʃtərn		rule	MED		G
בייגעוואוינט	1	bˈajɡəvɔjnt		rule	LOW	alef-default	G
קוקנדיג	1	kˈikndiɡ	kˈikndik	rule	MED		G
לויטעט	1	lˈɔjtət		rule	MED		G
אלארמירט	1	ˈalarmirt		rule	LOW	alef-default	G
טעראריסטן	1	tˈɛraristn		rule	LOW	alef-default	G
ווארהייט	1	vˈarhaːt		rule	LOW	alef-default	G
פער	1	fɛr		rule	LOW	pe-default	G
איבערשטייגנדיג	1	ˈibərʃtajɡndiɡ	ˈibərʃtajɡndik	rule	LOW	alef-default	G
געשפרונגען	1	ɡəʃprˈinɡən		rule	LOW	pe-default	G
הייבנדיג	1	hˈajbndiɡ	hˈajbndik	rule	MED		G
טראקינג	1	trˈakinɡ	trˈakink	rule	LOW	alef-default	G
פארמינג	1	farmˈinɡ	farmˈink	rule	LOW	alef-default,pe-default	G
מענופעקטשערינג	1	mˈɛnifəkʧərinɡ	mˈɛnifəkʧərink	rule	LOW	pe-default	G
אומגעווענליך	1	ˈimɡəvənləx		rule	LOW	alef-default	G
גרייכנדיג	1	ɡrˈajxndiɡ	ɡrˈajxndik	rule	MED		G
וויצע	1	vˈiʦə		rule	MED		G
אפגעווארפן	1	ˈɔpɡəvarfn		rule	LOW	alef-default,pe-default	G
פארשלאג	1	farʃlˈaɡ	farʃlˈak	rule	LOW	alef-default,pe-default	G
סטעיטמענטס	1	stajtmˈɛnʦ		rule	MED		G
ריס	1	ris		rule	MED		G
איינגיין	1	ˈaːnɡajn		rule	MED	prefix-rescue:gold+איינ	G
אפגערייניגט	1	ˈɔpɡərajniɡt		rule	LOW	alef-default,pe-default	G
חיזבאללא'ס	1	xˈizballas		fallback	LOW	alef-default,lk-fallback	L
ליטאני	1	lˈitani		rule	LOW	alef-default	G
טאל	1	tal		rule	LOW	alef-default	G
ווארענונגען	1	vˈarəninɡən		rule	LOW	alef-default	G
פיגורן	1	fˈiɡirn		rule	LOW	pe-default	G
סטאנציאנירט	1	stˈanʦianirt		rule	LOW	alef-default	G
איינווארפן	1	ˈajnvarfn		rule	LOW	alef-default,pe-default	G
ארומיגע	1	arˈimiɡə		rule	LOW	alef-default	G
גרונטליכע	1	ɡrˈintləxə		rule	MED		G
אפשאצונגען	1	ˈafʃaʦinɡən		rule	LOW	alef-default,pe-default	G
דורכצוגיין	1	dˈirxʦiɡajn		rule	MED		G
שאלצא	1	ʃˈalʦa		rule	LOW	alef-default	G
מונטערשטע	1	mˈintərʃtə		rule	MED		G
איציק	1	ˈiʦik		rule	LOW	alef-default	G
נעקסטעס	1	nˈɛkstəs		rule	MED		G
שרגא	1	ʃrɡa		rule	LOW	alef-default	G
פייוול	1	fajvl		rule	LOW	pe-default	G
זעב	1	zɛb	zɛp	rule	MED		G
ופי	1	ˈifi		rule	LOW	pe-default	G
תהלתך	1	təhilusˈɛxu		rule	LOW	sefaria-pointed	L
עמאציאנאל	1	ˈɛmaʦianal		rule	LOW	alef-default	G
פאקלען	1	fˈaklən		rule	LOW	alef-default,pe-default	G
פענער	1	fˈɛnər		rule	LOW	pe-default	G
קוטשער'ס	1	kˈiʧərs		rule	MED		G
צעל	1	ʦɛl		rule	MED		G
געטאטשט	1	ɡətˈaʧt		rule	LOW	alef-default	G
ריסערטש	1	rˈisərʧ		rule	MED		G
חנוך	1	xˈanɔjx		rule	LOW	sefaria-pointed	L
לנער	1	lnɛr		rule	MED		G
דרכו	1	drxi		rule	MED		G
יזקין	1	ˈizkin		rule	MED		G
יסור	1	isˈir		rule	MED		G
ממנה	1	mimˈunə		rule	LOW	lk-proclitic:sefaria+מ	L
שטיבער	1	ʃtˈibər		rule	MED		G
ליווי	1	lˈivi		rule	MED		G
לצאת	1	lˈuʦajs		rule	LOW	pointed-audio-endorsed	L
לבדך	1	lvˈadxu	ləvˈadxu	rule	LOW	model-pointed-guess	L
אוציאך	1	ˈiʦiax		rule	LOW	alef-default	G
ארומגעפארענער	1	arˈimɡəfarənər		rule	LOW	alef-default,pe-default	G
רייזנדער	1	rˈajzndər		rule	MED		G
דיפלאמאט	1	dˈiflamat		rule	LOW	alef-default,pe-default	G
גאו	1	ɡi		rule	LOW	alef-default	G
דעקארעיטעד	1	dˈɛkarajtəd	dˈɛkarajtət	rule	LOW	alef-default	G
אימפרעסד	1	ˈimfrəzd	ˈimfrəzt	rule	LOW	alef-default,pe-default	G
לאנטש	1	lanʧ		rule	LOW	alef-default	G
הענגט	1	hɛnɡt		rule	MED		G
קאנעקטעד	1	kˈanəktəd	kˈanəktət	rule	LOW	alef-default	G
אינטערוויוען	1	ˈintərvjiən		rule	LOW	alef-default	G
ענערדזשי	1	ˈɛnərʤi		rule	MED		G
סקופס	1	skifs		rule	LOW	pe-default	G
אקעגנקומען	1	ˈakəɡnkimən		rule	LOW	alef-default	G
צוריקטראגן	1	ʦirˈiktraɡn		rule	LOW	alef-default	G
פרעסבאול	1	frˈɛzbil		rule	LOW	alef-default,pe-default	G
רביעא	1	rbˈiəa		rule	LOW	alef-default	G
משפט'ן	1	mˈiʃpatn		rule	LOW	model-pointed-guess	L
הרשות	1	hˈurʃis		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
לאלתר	1	lˈaltar	ləˈaltar	rule	LOW	sefaria-pointed	L
ולשלום	1	ˈilʃlim		rule	MED		G
בשורתך	1	bʃirsx		fallback	LOW	lk-fallback	L
מלחמת	1	milxˈɛmɛs		rule	LOW	model-pointed-guess	L
שוויתי	1	ʃəvvˈisi		rule	LOW	model-pointed-guess	L
ערפינדן	1	ˈɛrfindn		rule	LOW	pe-default	G
צפנת	1	ʦˈufnəs	ʦˈufənɛs	rule	LOW	model-pointed-guess	L
פענח	1	panˈajxa		rule	LOW	sefaria-pointed	L
גאונ'ישע	1	ɡˈiniʃə		rule	LOW	alef-default	G
באווייז	1	bavˈajz	bavˈajs	rule	LOW	alef-default	G
חולין	1	xˈɔjlin		rule	LOW	sefaria-pointed	L
נעסט	1	nɛst		rule	MED		G
בים	1	bim		rule	MED		G
צפור	1	ʦfir		rule	LOW	pe-default	G
לופטן	1	liftn		rule	LOW	pe-default	G
בכרם	1	bəkˈɛrəm		rule	LOW	lk-proclitic:sefaria+ב	L
מדרבנן	1	midrˈabunən		rule	LOW	lk-proclitic-pointed:printed-respelling	L
שטרענגל	1	ʃtrɛnɡl		rule	MED		G
טרויבן	1	trɔjbn		rule	MED		G
פארמערס	1	farmˈɛrs		rule	LOW	alef-default,pe-default	G
שלשים	1	ʃlʃim		rule	MED		G
"כיו""כ"	1	xuf jid vuv xuf	xuf jit vuf xuf	rule	LOW	letter-names	A
זכור	1	zxir		rule	MED		G
באזיגן	1	bazˈiɡn		rule	LOW	alef-default	G
מתהלך	1	mshlx		fallback	LOW	lk-fallback	L
להצילך	1	lhʦilx		rule	MED		G
ולתת	1	ils		fallback	LOW	lk-fallback	L
איביך	1	ˈibix		rule	LOW	alef-default	G
הבכור	1	hbxir		rule	MED		G
בראוי	1	brɔj		rule	LOW	alef-default	G
לבא	1	lba		rule	LOW	alef-default	G
ובמוחזק	1	ˈibmixzk		fallback	LOW	lk-fallback	L
מיתת	1	mˈisas		rule	LOW	sefaria-pointed	L
צעטיילט	1	ʦətˈajlt		rule	MED		G
גארליצער	1	ɡˈarliʦər		rule	LOW	alef-default	G
בפשטות	1	bfʃtis		fallback	LOW	pe-default,lk-fallback	L
מדריגות	1	madrˈajɡɔjs		rule	LOW	model-pointed-guess	L
לבוא	1	lbˈia		rule	LOW	alef-default	G
ברווח	1	bərˈɛvvax		rule	LOW	model-pointed-guess	L
שרעקעדיגע	1	ʃrˈɛkədiɡə		rule	MED		G
בשעת'ן	1	bˈiʃasn		rule	LOW	model-pointed-guess	L
קאניעווסקי	1	kˈaniəvski		rule	LOW	alef-default	G
ריבנער	1	rˈibnər		rule	MED		G
דרייווערלאזע	1	drˈajvərlazə		rule	LOW	alef-default	G
אינטערעסאנטליך	1	intərəsˈantləx		rule	LOW	alef-default	G
